value1;value2;value3;
1684;353;2190;
1685;306;1222;
1686;787;1646;
1687;626;8053;
1688;148;7782;
1689;137;2698;
1690;521;3664;
1691;697;9167;
1692;928;3190;
1693;503;1888;
1694;542;2109;
1695;295;1253;
1696;366;2974;
1697;501;7484;
1698;726;2274;
1699;798;4467;
1700;28;5706;
1701;325;2623;
1702;5;2233;
1703;81;3452;
1704;830;2126;
1705;603;7602;
1706;868;3569;
1707;998;2960;
1708;29;4729;
1709;55;7175;
1710;769;1880;
1711;44;4134;
1712;171;6180;
1713;145;2701;
1714;898;7043;
1715;685;5200;
1716;501;658;
1717;723;1802;
1718;315;8002;
1719;597;379;
1720;103;3520;
1721;762;1728;
1722;394;6015;
1723;96;4462;
1724;691;8483;
1725;213;9850;
1726;353;4429;
1727;399;5576;
1728;258;1790;
1729;204;4862;
1730;284;1658;
1731;67;2691;
1732;736;1659;
1733;273;170;
1734;870;6287;
1735;712;4613;
1736;684;1951;
1737;610;5272;
1738;8;28;
1739;739;1372;
1740;957;5448;
1741;236;5196;
1742;514;7246;
1743;716;1935;
1744;693;8880;
1745;137;9906;
1746;631;6875;
1747;236;9857;
1748;673;9593;
1749;67;7874;
1750;517;1555;
1751;992;8623;
1752;895;8944;
1753;494;5070;
1754;426;3694;
1755;747;4782;
1756;239;3404;
1757;897;1696;
1758;456;4529;
1759;199;1040;
1760;618;1373;
1761;229;5390;
1762;217;6347;
1763;781;3853;
1764;501;8463;
1765;324;7544;
1766;778;1649;
1767;231;4572;
1768;470;3350;
1769;499;8214;
1770;644;5992;
1771;916;8633;
1772;573;5874;
1773;743;7772;
1774;830;7145;
1775;612;4238;
1776;220;7226;
1777;51;2903;
1778;108;892;
1779;656;5100;
1780;519;6578;
1781;696;7774;
1782;11;1472;
1783;851;9984;
1784;341;8758;
1785;148;1619;
1786;321;3486;
1787;139;1936;
1788;676;3758;
1789;915;7282;
1790;793;3787;
1791;919;4029;
1792;984;4986;
1793;216;4767;
1794;997;3940;
1795;938;7281;
1796;436;5781;
1797;517;7929;
1798;2;7121;
1799;462;4496;
1800;614;692;
1801;253;7611;
1802;943;6388;
1803;522;184;
1804;695;9446;
1805;913;5623;
1806;605;665;
1807;364;5330;
1808;257;6338;
1809;424;9435;
1810;568;2789;
1811;583;1088;
1812;735;5966;
1813;244;6333;
1814;491;8425;
1815;806;335;
1816;23;8388;
1817;619;2752;
1818;776;1358;
1819;726;468;
1820;834;6300;
1821;604;4463;
1822;470;7928;
1823;703;561;
1824;91;486;
1825;37;1039;
1826;376;4693;
1827;979;4350;
1828;420;3166;
1829;971;1662;
1830;732;6397;
1831;678;5522;
1832;187;8937;
1833;706;5400;
1834;849;8145;
1835;299;6729;
1836;546;3460;
1837;904;7070;
1838;31;2605;
1839;653;4716;
1840;458;1946;
1841;774;4927;
1842;970;8759;
1843;339;4143;
1844;943;1996;
1845;958;1248;
1846;967;16;
1847;873;7276;
1848;367;3304;
1849;741;1093;
1850;893;8496;
1851;174;6826;
1852;538;484;
1853;754;3224;
1854;589;8395;
1855;544;1562;
1856;682;3697;
1857;621;190;
1858;410;4432;
1859;401;6229;
1860;564;5178;
1861;392;7175;
1862;417;1590;
1863;957;8145;
1864;142;244;
1865;497;316;
1866;194;5262;
1867;329;7979;
1868;590;3646;
1869;582;8369;
1870;196;2934;
1871;421;4268;
1872;600;1984;
1873;998;5346;
1874;604;386;
1875;106;3654;
1876;320;4845;
1877;14;4823;
1878;958;6035;
1879;973;3158;
1880;452;5618;
1881;809;7618;
1882;106;8241;
1883;98;6737;
1884;595;3974;
1885;543;3293;
1886;952;834;
1887;712;2712;
1888;992;9178;
1889;967;62;
1890;820;8243;
1891;691;9958;
1892;998;9048;
1893;428;9076;
1894;770;2251;
1895;757;2526;
1896;933;2438;
1897;410;2281;
1898;130;332;
1899;395;6367;
1900;459;8706;
1901;713;3327;
1902;941;9859;
1903;694;3458;
1904;628;3700;
1905;377;7461;
1906;125;6565;
1907;158;4376;
1908;723;977;
1909;980;4865;
1910;496;306;
1911;248;8078;
1912;373;9827;
1913;616;1301;
1914;358;7604;
1915;537;1610;
1916;828;8116;
1917;593;3741;
1918;70;5454;
1919;161;7084;
1920;594;1778;
1921;906;1404;
1922;596;1566;
1923;9;6128;
1924;617;6089;
1925;109;2676;
1926;334;4365;
1927;276;649;
1928;225;2846;
1929;861;8380;
1930;121;6971;
1931;745;4373;
1932;610;3072;
1933;27;1817;
1934;328;5701;
1935;614;6573;
1936;93;6135;
1937;550;7176;
1938;805;9985;
1939;158;9747;
1940;6;3719;
1941;417;9199;
1942;910;7774;
1943;4;7555;
1944;180;6635;
1945;152;9809;
1946;961;6023;
1947;173;1380;
1948;135;7963;
1949;730;8777;
1950;335;9230;
1951;2;326;
1952;953;9224;
1953;832;3499;
1954;188;1250;
1955;651;4084;
1956;285;365;
1957;980;5784;
1958;500;6603;
1959;20;209;
1960;747;2238;
1961;707;1784;
1962;848;8571;
1963;579;60;
1964;721;5161;
1965;827;9327;
1966;623;9900;
1967;31;9773;
1968;27;4457;
1969;941;3370;
1970;228;3702;
1971;970;6007;
1972;627;7328;
1973;811;3793;
1974;350;8983;
1975;200;4518;
1976;649;4170;
1977;170;6500;
1978;491;8698;
1979;270;5440;
1980;507;2286;
1981;457;8224;
1982;267;787;
1983;859;662;
1984;397;8205;
1985;928;3513;
1986;227;9279;
1987;201;8721;
1988;59;4627;
1989;362;7759;
1990;662;1142;
1991;636;8599;
1992;466;483;
1993;314;8731;
1994;373;666;
1995;337;3525;
1996;290;2765;
1997;929;9184;
1998;528;4007;
1999;120;4596;
2000;613;9802;
2001;318;2652;
2002;475;1203;
2003;27;7349;
2004;25;6555;
2005;244;6390;
2006;234;9117;
2007;916;2455;
2008;858;4575;
2009;7;5647;
2010;228;3535;
2011;770;1902;
2012;856;6363;
2013;998;6083;
2014;506;8077;
2015;932;2251;
2016;599;5137;
2017;890;9351;
2018;241;2949;
2019;875;2920;
2020;321;2572;
2021;117;9482;
2022;107;6334;
2023;892;5914;
2024;621;1376;
2025;84;5493;
2026;818;7995;
2027;307;7903;
2028;147;6780;
2029;101;9341;
2030;509;167;
2031;329;2367;
2032;126;8137;
2033;337;6781;
2034;288;2921;
2035;367;3613;
2036;160;7129;
2037;962;5519;
2038;464;1471;
2039;24;8405;
2040;680;8810;
2041;318;9378;
2042;228;8996;
2043;66;5757;
2044;863;1923;
2045;545;4594;
2046;421;491;
2047;933;5125;
2048;670;1364;
2049;574;2596;
2050;206;419;
2051;202;9817;
2052;425;3895;
2053;223;9640;
2054;940;4754;
2055;100;9819;
2056;22;115;
2057;752;6376;
2058;166;9500;
2059;850;3051;
2060;766;9365;
2061;175;7365;
2062;93;9692;
2063;50;4945;
2064;475;2742;
2065;926;6543;
2066;85;7303;
2067;535;1855;
2068;72;7146;
2069;463;5947;
2070;290;1965;
2071;476;6865;
2072;292;7773;
2073;430;8364;
2074;531;2873;
2075;863;5374;
2076;622;5413;
2077;827;2860;
2078;146;5662;
2079;398;2262;
2080;761;2100;
2081;781;8721;
2082;490;9;
2083;372;9763;
2084;353;9317;
2085;767;4763;
2086;855;4052;
2087;212;4026;
2088;308;892;
2089;790;2498;
2090;649;7214;
2091;68;4729;
2092;826;7608;
2093;16;809;
2094;608;7957;
2095;572;952;
2096;677;6786;
2097;358;991;
2098;1;8206;
2099;332;8570;
2100;481;9373;
2101;538;7755;
2102;647;5385;
2103;505;139;
2104;76;9862;
2105;553;3421;
2106;762;6559;
2107;175;1664;
2108;23;8002;
2109;474;8146;
2110;555;3397;
2111;431;9452;
2112;98;8868;
2113;245;3614;
2114;821;2041;
2115;971;2663;
2116;891;1926;
2117;101;6384;
2118;125;3169;
2119;477;1334;
2120;72;1612;
2121;774;1491;
2122;731;1329;
2123;563;4696;
2124;175;1751;
2125;750;4025;
2126;478;3859;
2127;221;1045;
2128;877;4925;
2129;103;9504;
2130;19;9550;
2131;997;9439;
2132;228;6227;
2133;291;783;
2134;951;769;
2135;621;8658;
2136;666;7573;
2137;950;6951;
2138;863;3750;
2139;76;7221;
2140;216;138;
2141;472;9027;
2142;119;7009;
2143;25;8791;
2144;992;7554;
2145;488;1962;
2146;703;897;
2147;686;277;
2148;406;4969;
2149;257;5610;
2150;15;5963;
2151;245;3936;
2152;240;6003;
2153;368;1884;
2154;780;4420;
2155;630;3481;
2156;334;7024;
2157;563;1301;
2158;376;3829;
2159;311;9623;
2160;985;2167;
2161;787;1904;
2162;197;2774;
2163;82;4317;
2164;807;4844;
2165;602;2822;
2166;562;5829;
2167;458;3030;
2168;725;9595;
2169;29;1896;
2170;524;9245;
2171;757;5546;
2172;115;4316;
2173;643;4049;
2174;518;9074;
2175;923;3081;
2176;51;3615;
2177;980;198;
2178;321;9633;
2179;860;5916;
2180;194;2319;
2181;627;343;
2182;884;1954;
2183;918;7336;
2184;429;5697;
2185;812;29;
2186;356;4823;
2187;837;2300;
2188;573;5459;
2189;454;1851;
2190;340;4876;
2191;992;5567;
2192;179;4591;
2193;161;6928;
2194;966;2375;
2195;162;5973;
2196;468;1175;
2197;671;4129;
2198;48;6870;
2199;238;4425;
2200;405;984;
2201;695;1360;
2202;680;2309;
2203;154;7426;
2204;503;7817;
2205;981;217;
2206;512;7288;
2207;524;3839;
2208;428;75;
2209;875;8465;
2210;426;8330;
2211;496;8572;
2212;439;6200;
2213;203;2488;
2214;667;7174;
2215;575;9773;
2216;744;4981;
2217;82;7125;
2218;524;7148;
2219;696;4944;
2220;597;9553;
2221;910;190;
2222;812;5016;
2223;378;8477;
2224;714;38;
2225;584;527;
2226;831;1536;
2227;128;9734;
2228;385;4997;
2229;659;5551;
2230;825;3268;
2231;35;9385;
2232;362;1676;
2233;146;2096;
2234;227;814;
2235;131;4683;
2236;540;9056;
2237;13;4430;
2238;429;2993;
2239;574;1180;
2240;89;8197;
2241;940;1740;
2242;361;2412;
2243;863;1607;
2244;86;7715;
2245;730;1596;
2246;622;1334;
2247;632;5264;
2248;360;7408;
2249;203;7157;
2250;962;7473;
2251;415;1526;
2252;799;1434;
2253;381;2940;
2254;575;840;
2255;572;288;
2256;6;1595;
2257;474;3326;
2258;198;4082;
2259;473;9458;
2260;528;3125;
2261;52;4865;
2262;654;7327;
2263;880;2855;
2264;684;5782;
2265;816;9592;
2266;941;6423;
2267;40;2965;
2268;402;7683;
2269;787;2030;
2270;269;7920;
2271;592;9998;
2272;652;957;
2273;815;1863;
2274;832;3639;
2275;682;5179;
2276;565;4513;
2277;878;244;
2278;924;3203;
2279;761;6609;
2280;500;8849;
2281;285;5741;
2282;752;2982;
2283;802;7597;
2284;58;5518;
2285;235;9270;
2286;556;2477;
2287;22;633;
2288;159;7279;
2289;959;8172;
2290;957;9101;
2291;470;1703;
2292;8;9896;
2293;132;6727;
2294;694;1526;
2295;29;3058;
2296;732;2742;
2297;455;8792;
2298;959;6097;
2299;322;3682;
2300;721;1807;
2301;935;3577;
2302;960;8179;
2303;274;8022;
2304;123;4597;
2305;772;1298;
2306;342;5786;
2307;561;8521;
2308;198;433;
2309;465;5855;
2310;590;5948;
2311;370;2959;
2312;790;9449;
2313;666;700;
2314;957;8045;
2315;730;6070;
2316;637;3148;
2317;350;348;
2318;653;6631;
2319;969;7576;
2320;573;9938;
2321;853;6587;
2322;370;3904;
2323;768;9877;
2324;769;7614;
2325;162;4481;
2326;528;9258;
2327;11;5403;
2328;592;334;
2329;673;9247;
2330;39;3564;
2331;943;4015;
2332;642;8039;
2333;722;7121;
2334;991;8235;
2335;565;1123;
2336;912;8507;
2337;204;2524;
2338;956;2869;
2339;109;5952;
2340;855;5940;
2341;450;7903;
2342;138;1634;
2343;291;9242;
2344;461;2152;
2345;9;979;
2346;937;9315;
2347;325;2753;
2348;290;5316;
2349;847;6189;
2350;113;7013;
2351;323;204;
2352;352;643;
2353;789;840;
2354;535;2236;
2355;253;1181;
2356;468;3447;
2357;438;4638;
2358;46;7546;
2359;416;9185;
2360;802;6699;
2361;309;9422;
2362;462;9943;
2363;825;7039;
2364;435;9721;
2365;930;3140;
2366;785;4024;
2367;823;4950;
2368;42;4015;
2369;797;1733;
2370;744;5706;
2371;85;161;
2372;666;7706;
2373;385;7905;
2374;505;6501;
2375;789;2852;
2376;178;4717;
2377;82;2690;
2378;812;3643;
2379;501;6445;
2380;88;888;
2381;319;6937;
2382;369;4616;
2383;645;7542;
2384;737;6643;
2385;368;4118;
2386;803;5409;
2387;775;1631;
2388;687;3458;
2389;840;4158;
2390;695;9607;
2391;661;4262;
2392;809;8832;
2393;851;7316;
2394;653;9747;
2395;990;9088;
2396;382;3253;
2397;145;1346;
2398;861;9689;
2399;370;6654;
2400;985;5154;
2401;849;7342;
2402;483;199;
2403;40;4507;
2404;966;5458;
2405;590;4808;
2406;772;8228;
2407;126;8411;
2408;715;7241;
2409;629;664;
2410;190;4051;
2411;729;8059;
2412;408;3846;
2413;620;594;
2414;3;3615;
2415;440;6613;
2416;982;4818;
2417;460;9827;
2418;710;6926;
2419;69;1178;
2420;531;4975;
2421;112;5811;
2422;779;8448;
2423;715;6743;
2424;980;1835;
2425;523;242;
2426;827;3327;
2427;40;6163;
2428;914;9101;
2429;405;6508;
2430;797;4287;
2431;884;1053;
2432;109;7508;
2433;727;9159;
2434;222;1132;
2435;704;2719;
2436;531;7853;
2437;721;450;
2438;602;3984;
2439;696;1823;
2440;17;1531;
2441;618;1862;
2442;511;3116;
2443;689;6187;
2444;176;638;
2445;928;6118;
2446;464;7115;
2447;715;3178;
2448;321;5103;
2449;483;9936;
2450;224;9908;
2451;767;1503;
2452;481;3391;
2453;702;922;
2454;595;2199;
2455;329;3031;
2456;949;2877;
2457;990;9975;
2458;976;4700;
2459;366;2183;
2460;671;9935;
2461;72;5314;
2462;96;9401;
2463;71;3233;
2464;982;3509;
2465;542;5888;
2466;448;2282;
2467;36;8429;
2468;945;6682;
2469;419;3120;
2470;202;3976;
2471;410;6866;
2472;997;2212;
2473;346;1451;
2474;952;4421;
2475;517;8988;
2476;33;2897;
2477;114;2981;
2478;97;7580;
2479;453;1621;
2480;961;2122;
2481;932;2460;
2482;201;1779;
2483;501;8366;
2484;400;8114;
2485;643;6566;
2486;197;1289;
2487;887;7332;
2488;628;3221;
2489;858;3413;
2490;284;5818;
2491;392;6397;
2492;765;1579;
2493;193;9428;
2494;326;5912;
2495;290;1130;
2496;293;2164;
2497;848;7192;
2498;240;4737;
2499;140;9397;
2500;712;3627;
2501;106;3905;
2502;718;8622;
2503;356;5521;
2504;62;1572;
2505;155;7096;
2506;535;463;
2507;389;4287;
2508;812;5663;
2509;218;9745;
2510;733;753;
2511;296;6565;
2512;574;5845;
2513;127;8920;
2514;457;2570;
2515;271;3926;
2516;568;1192;
2517;29;2837;
2518;714;3849;
2519;925;8335;
2520;543;9412;
2521;913;490;
2522;455;6216;
2523;375;1573;
2524;12;1218;
2525;952;4177;
2526;576;9787;
2527;933;8073;
2528;976;9826;
2529;836;5600;
2530;208;3425;
2531;201;4406;
2532;449;1693;
2533;816;310;
2534;645;1215;
2535;14;4639;
2536;203;6139;
2537;15;509;
2538;622;2282;
2539;833;5987;
2540;112;4632;
2541;0;840;
2542;252;7915;
2543;483;4587;
2544;176;8686;
2545;572;3;
2546;49;1434;
2547;485;2808;
2548;569;8736;
2549;134;9160;
2550;347;117;
2551;987;7735;
2552;919;7130;
2553;793;3958;
2554;841;7223;
2555;465;5934;
2556;780;6516;
2557;565;4377;
2558;708;3380;
2559;640;2718;
2560;17;5390;
2561;451;4983;
2562;815;2665;
2563;513;7424;
2564;818;8387;
2565;107;5247;
2566;583;2334;
2567;88;794;
2568;886;8759;
2569;412;9913;
2570;196;1893;
2571;546;5049;
2572;13;795;
2573;700;7914;
2574;998;5274;
2575;767;4950;
2576;383;6230;
2577;876;7551;
2578;815;6770;
2579;504;4355;
2580;443;5018;
2581;189;5150;
2582;335;2366;
2583;81;3197;
2584;541;6902;
2585;52;3594;
2586;890;2615;
2587;688;1417;
2588;581;8352;
2589;793;4718;
2590;940;5745;
2591;907;584;
2592;103;1945;
2593;819;7934;
2594;845;7225;
2595;894;5381;
2596;901;1675;
2597;661;8011;
2598;365;7977;
2599;546;2419;
2600;14;1595;
2601;812;3421;
2602;417;5633;
2603;470;5969;
2604;122;2216;
2605;895;1144;
2606;107;4397;
2607;178;5847;
2608;468;9676;
2609;229;8393;
2610;541;3619;
2611;854;6872;
2612;750;7480;
2613;194;4280;
2614;6;5731;
2615;63;3296;
2616;711;729;
2617;9;1446;
2618;267;6407;
2619;418;5541;
2620;504;1767;
2621;770;4830;
2622;326;2114;
2623;959;7704;
2624;138;7442;
2625;541;5125;
2626;851;7939;
2627;590;2387;
2628;9;1333;
2629;893;507;
2630;853;5792;
2631;573;5545;
2632;996;8133;
2633;374;9673;
2634;789;5581;
2635;495;9578;
2636;762;5905;
2637;895;8754;
2638;507;8837;
2639;709;9662;
2640;493;273;
2641;616;5460;
2642;26;205;
2643;193;6295;
2644;898;3592;
2645;413;3734;
2646;160;5365;
2647;454;8657;
2648;535;5971;
2649;928;6105;
2650;363;4392;
2651;945;6084;
2652;36;521;
2653;290;2313;
2654;868;1576;
2655;994;3038;
2656;834;7227;
2657;242;8155;
2658;495;2693;
2659;867;2042;
2660;118;3091;
2661;851;9102;
2662;489;4101;
2663;543;4109;
2664;942;8950;
2665;178;6684;
2666;240;6618;
2667;708;5813;
2668;242;2356;
2669;430;6503;
2670;718;977;
2671;369;4683;
2672;140;3588;
2673;358;9790;
2674;662;2559;
2675;696;4959;
2676;32;394;
2677;358;839;
2678;829;9092;
2679;812;3184;
2680;404;5555;
2681;105;4244;
2682;889;8345;
2683;124;3827;
2684;800;8917;
2685;455;5984;
2686;61;8243;
2687;886;9353;
2688;47;8417;
2689;385;3441;
2690;179;1167;
2691;92;6187;
2692;564;5443;
2693;768;4565;
2694;207;4534;
2695;746;4815;
2696;445;9198;
2697;473;7014;
2698;114;8728;
2699;917;2930;
2700;523;9249;
2701;755;6328;
2702;621;6834;
2703;221;5837;
2704;15;230;
2705;790;2520;
2706;737;5594;
2707;307;1153;
2708;182;6832;
2709;869;9340;
2710;709;7327;
2711;971;7149;
2712;862;8282;
2713;869;1303;
2714;327;5739;
2715;59;1765;
2716;78;5484;
2717;195;5315;
2718;881;6290;
2719;194;7594;
2720;489;8727;
2721;298;4182;
2722;797;7650;
2723;385;2678;
2724;355;8325;
2725;482;6560;
2726;865;8291;
2727;181;5614;
2728;658;5244;
2729;777;7497;
2730;780;4934;
2731;378;4800;
2732;966;522;
2733;677;357;
2734;894;2840;
2735;25;3636;
2736;64;7479;
2737;96;2369;
2738;131;1437;
2739;546;2413;
2740;390;5111;
2741;514;8468;
2742;632;5671;
2743;530;3767;
2744;157;855;
2745;434;6609;
2746;228;8478;
2747;934;6968;
2748;309;2974;
2749;389;3617;
2750;216;2006;
2751;741;1216;
2752;945;9019;
2753;220;7835;
2754;951;302;
2755;642;5018;
2756;339;2698;
2757;650;6350;
2758;334;605;
2759;455;8747;
2760;652;6689;
2761;604;1763;
2762;36;3669;
2763;491;9248;
2764;161;940;
2765;734;1373;
2766;851;8002;
2767;804;7681;
2768;942;7239;
2769;756;6746;
2770;797;441;
2771;877;6082;
2772;567;2978;
2773;846;1985;
2774;767;3947;
2775;729;1406;
2776;281;5419;
2777;842;6835;
2778;952;3489;
2779;165;5260;
2780;381;7514;
2781;205;3899;
2782;970;9711;
2783;753;1564;
2784;397;2190;
2785;98;1792;
2786;824;5795;
2787;7;2904;
2788;341;5506;
2789;217;7712;
2790;46;1524;
2791;819;7397;
2792;154;2124;
2793;384;9909;
2794;252;293;
2795;408;6225;
2796;566;1594;
2797;686;7713;
2798;347;5217;
2799;553;2836;
2800;657;5845;
2801;146;2818;
2802;37;7694;
2803;749;5249;
2804;905;5135;
2805;680;9072;
2806;728;4268;
2807;8;2932;
2808;403;710;
2809;875;6588;
2810;388;1525;
2811;169;7619;
2812;15;9488;
2813;347;9281;
2814;968;1164;
2815;14;8622;
2816;591;6607;
2817;449;4437;
2818;272;6752;
2819;17;9088;
2820;95;9325;
2821;38;5926;
2822;617;439;
2823;118;557;
2824;606;270;
2825;663;4606;
2826;3;8581;
2827;146;676;
2828;396;6290;
2829;275;6496;
2830;198;7012;
2831;381;1853;
2832;66;1137;
2833;274;1387;
2834;645;6795;
2835;136;1130;
2836;860;7343;
2837;823;5204;
2838;901;954;
2839;55;7847;
2840;25;6823;
2841;879;8157;
2842;510;4985;
2843;872;4778;
2844;633;866;
2845;328;5266;
2846;936;6830;
2847;122;1733;
2848;814;9519;
2849;746;9000;
2850;175;9157;
2851;302;6337;
2852;675;5498;
2853;473;3215;
2854;272;455;
2855;657;1507;
2856;255;5671;
2857;256;2719;
2858;329;6774;
2859;775;8073;
2860;251;3333;
2861;846;3051;
2862;916;2333;
2863;345;7019;
2864;391;9500;
2865;797;8834;
2866;875;4545;
2867;352;1772;
2868;328;8721;
2869;477;7563;
2870;373;1364;
2871;895;4407;
2872;357;79;
2873;909;3110;
2874;40;5838;
2875;772;4644;
2876;109;5198;
2877;130;3743;
2878;644;1700;
2879;422;9474;
2880;985;2318;
2881;998;7388;
2882;646;3380;
2883;504;1532;
2884;544;1017;
2885;946;8748;
2886;233;3796;
2887;852;7207;
2888;742;1654;
2889;915;407;
2890;198;4535;
2891;657;8975;
2892;723;5634;
2893;576;8674;
2894;245;5049;
2895;830;6367;
2896;137;8406;
2897;281;6474;
2898;1;5600;
2899;171;5319;
2900;270;4022;
2901;249;4085;
2902;24;2107;
2903;54;7237;
2904;478;1374;
2905;909;8326;
2906;64;7028;
2907;915;7775;
2908;217;3125;
2909;363;4376;
2910;539;5680;
2911;547;437;
2912;731;2123;
2913;411;7615;
2914;963;3403;
2915;150;7153;
2916;454;8076;
2917;897;4012;
2918;270;7181;
2919;688;2248;
2920;129;2444;
2921;312;3863;
2922;938;9881;
2923;807;4631;
2924;492;3370;
2925;671;6469;
2926;369;5275;
2927;138;4440;
2928;249;2575;
2929;400;7969;
2930;350;8983;
2931;411;3245;
2932;244;7758;
2933;915;708;
2934;750;7231;
2935;886;6673;
2936;291;5571;
2937;447;5774;
2938;872;9515;
2939;319;8380;
2940;207;550;
2941;745;9484;
2942;173;3935;
2943;463;3037;
2944;473;7111;
2945;451;402;
2946;607;6970;
2947;96;8143;
2948;325;4528;
2949;926;48;
2950;725;2579;
2951;604;6422;
2952;497;648;
2953;527;6239;
2954;525;5260;
2955;657;657;
2956;222;8620;
2957;373;9042;
2958;89;8753;
2959;351;6679;
2960;734;3750;
2961;313;5912;
2962;202;5511;
2963;231;3676;
2964;268;1944;
2965;20;2230;
2966;967;8015;
2967;853;7259;
2968;222;9919;
2969;772;8606;
2970;807;3746;
2971;351;3514;
2972;670;8674;
2973;382;8204;
2974;370;7220;
2975;788;1771;
2976;796;4385;
2977;565;8437;
2978;259;9346;
2979;230;8871;
2980;373;2568;
2981;329;7480;
2982;832;9942;
2983;239;4146;
2984;559;6603;
2985;560;5615;
2986;896;9007;
2987;487;3516;
2988;426;4442;
2989;329;764;
2990;387;3644;
2991;204;5660;
2992;0;2332;
2993;147;4718;
2994;246;7888;
2995;943;8212;
2996;580;4757;
2997;810;8683;
2998;660;6636;
2999;85;4450;
3000;287;6081;
3001;610;5461;
3002;869;4745;
3003;859;1306;
3004;806;3992;
3005;129;3191;
3006;66;5933;
3007;713;8846;
3008;956;9834;
3009;881;199;
3010;118;5283;
3011;792;6280;
3012;814;1954;
3013;251;6387;
3014;510;1541;
3015;331;9260;
3016;778;5925;
3017;940;5638;
3018;650;3251;
3019;825;7785;
3020;830;3089;
3021;419;5393;
3022;137;5387;
3023;361;7302;
3024;119;8976;
3025;40;9028;
3026;648;897;
3027;675;9783;
3028;510;7396;
3029;255;6132;
3030;171;4133;
3031;21;3990;
3032;20;5914;
3033;755;6500;
3034;98;8242;
3035;676;4684;
3036;247;8393;
3037;746;126;
3038;357;2266;
3039;550;1319;
3040;122;658;
3041;351;8345;
3042;672;957;
3043;790;6915;
3044;57;4975;
3045;450;8162;
3046;263;2881;
3047;687;9924;
3048;401;1493;
3049;818;3428;
3050;946;840;
3051;647;6343;
3052;124;4212;
3053;11;2050;
3054;250;8015;
3055;766;694;
3056;411;3459;
3057;552;2073;
3058;281;2379;
3059;820;3170;
3060;177;9974;
3061;913;5809;
3062;262;8603;
3063;901;5849;
3064;910;730;
3065;797;5066;
3066;54;283;
3067;624;8719;
3068;609;8149;
3069;682;7313;
3070;812;7852;
3071;427;2790;
3072;413;6920;
3073;623;9002;
3074;249;7759;
3075;905;4600;
3076;340;1502;
3077;632;8149;
3078;803;4393;
3079;964;2537;
3080;518;8364;
3081;697;5690;
3082;682;4125;
3083;602;5815;
3084;499;305;
3085;553;3727;
3086;94;4487;
3087;147;3420;
3088;108;3637;
3089;233;7663;
3090;730;1597;
3091;520;2808;
3092;237;6555;
3093;722;6737;
3094;484;3230;
3095;646;2713;
3096;614;1600;
3097;370;7304;
3098;914;9652;
3099;257;6180;
3100;437;6779;
3101;343;4175;
3102;45;7731;
3103;952;4122;
3104;556;4141;
3105;361;6443;
3106;497;5113;
3107;135;5638;
3108;753;368;
3109;388;2027;
3110;419;6750;
3111;352;3868;
3112;504;282;
3113;299;5736;
3114;153;7363;
3115;32;3993;
3116;459;4969;
3117;710;7783;
3118;229;7940;
3119;136;503;
3120;706;6949;
3121;164;4963;
3122;986;6632;
3123;185;1479;
3124;651;1106;
3125;41;5749;
3126;61;3469;
3127;702;8454;
3128;562;5037;
3129;169;1998;
3130;532;4846;
3131;925;9402;
3132;929;6812;
3133;578;1737;
3134;210;7119;
3135;846;3316;
3136;809;3969;
3137;294;9740;
3138;224;685;
3139;714;8318;
3140;47;6245;
3141;702;2981;
3142;69;4512;
3143;996;4092;
3144;904;878;
3145;223;9534;
3146;871;6378;
3147;379;7100;
3148;356;9243;
3149;832;6282;
3150;647;9382;
3151;62;6967;
3152;990;8500;
3153;346;7720;
3154;281;2684;
3155;502;4528;
3156;953;6124;
3157;966;9229;
3158;88;6089;
3159;806;9393;
3160;948;3233;
3161;722;6604;
3162;70;4665;
3163;46;7667;
3164;767;2584;
3165;604;4831;
3166;985;4495;
3167;371;5348;
3168;139;3059;
3169;60;5612;
3170;351;7721;
3171;336;8992;
3172;366;7308;
3173;958;9906;
3174;987;1374;
3175;97;3450;
3176;516;8489;
3177;229;2795;
3178;940;4673;
3179;786;6337;
3180;262;744;
3181;105;1018;
3182;629;7117;
3183;427;9550;
3184;430;1682;
3185;761;8156;
3186;903;2232;
3187;534;2146;
3188;905;6761;
3189;497;4008;
3190;944;2642;
3191;711;3642;
3192;859;2507;
3193;125;673;
3194;823;5124;
3195;403;892;
3196;958;8414;
3197;716;752;
3198;708;7364;
3199;145;3865;
3200;914;2868;
3201;381;428;
3202;460;2493;
3203;955;8939;
3204;406;4886;
3205;436;7347;
3206;947;4697;
3207;149;7110;
3208;581;2699;
3209;190;1552;
3210;697;2088;
3211;213;3320;
3212;329;2767;
3213;304;4853;
3214;861;9784;
3215;585;9194;
3216;276;6190;
3217;243;1663;
3218;556;7869;
3219;211;3646;
3220;529;8568;
3221;731;1879;
3222;602;1271;
3223;416;6896;
3224;383;8076;
3225;394;3709;
3226;22;6464;
3227;180;7896;
3228;485;1343;
3229;689;7757;
3230;778;9053;
3231;391;1908;
3232;671;7651;
3233;24;8651;
3234;505;1706;
3235;778;2144;
3236;207;7539;
3237;33;3640;
3238;287;5408;
3239;986;9999;
3240;804;5571;
3241;432;6476;
3242;372;7329;
3243;220;7504;
3244;894;4306;
3245;821;1147;
3246;121;7735;
3247;447;2827;
3248;423;2360;
3249;63;643;
3250;112;7930;
3251;836;6036;
3252;995;3450;
3253;850;7722;
